use_id,plant_id,raw_record_id,cesky_nazev_display,cast_rostliny_text,cast_rostliny_kategorie,cast_rostliny_je_kombinovana,domena,domena_slug,poddomena_text,poddomena_kategorie,status_znalosti,status_znalosti_slug,aplikovatelnost_v_cr,aplikovatelnost_slug,typicke_lokality_text,obdobi_ziskani_text,mesic_od,mesic_do,fenologicka_faze,zpusob_pripravy,cilovy_efekt,chutovy_profil,vonny_profil,palivovy_potencial_text,hlavni_rizika,kontraindikace_interakce,legalita_poznamka_cr,dukaznost_typ,dukaznost_skore,dukaznost_rank,ma_druhy_zdroj,je_trvanlive_1m_plus,je_v_jadru_bezne_1m_plus,processing_methods_text,processing_methods_count,ma_potravinove_konzervacni_metody,sber_doporuceni,kuratorska_poznamka
r159,plant_prunus_domestica,R159,slivoň / švestka domácí,plod,plodova_cast,False,potrava,potrava,povidla,zavarenina,mainstream,mainstream,vysoká,vysoka,"sady, zahrady, meze se starými stromy, podhůří",VIII–X,8,10,plně vyzrálé sladké plody,Dlouze odpařit na povidla bez nebo s minimem cukru; plnit do čistých sklenic.,Velmi trvanlivá ovocná konzerva a základ sladkých jídel.,"intenzivně švestkový, sladkokyselý",švestkový,neaplikovatelné,Nedostatečné zahuštění zkracuje trvanlivost; pozor na plíseň po otevření.,Bez zvláštních interakcí.,Běžné domácí zpracování.,středoevropská kuchyňská praxe + kurátorovaný botanický zdroj,B,4,True,True,True,Zavaření / sterilace ve sklenici · Cukrování / kandování / džem,2,True,"Sbírej jen správně určený, zdravý materiál v této fázi: plně vyzrálé sladké plody; v datech je pro něj vedené období VIII–X. Sbírej jen zralé, zdravé a nepoškozené plody; přezrálé, plesnivé nebo otlačené kusy hned vyřaď a část plodů nech na stanovišti. Každou dávku hned protřiď; plesnivý, nahnilý nebo hmyzem poškozený materiál vyřaď. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Při dobrém zavaření a skladování vydrží mnoho měsíců.
r160,plant_prunus_domestica,R160,slivoň / švestka domácí,plod,plodova_cast,False,potrava,potrava,sušené švestky,suseni_skladovani,mainstream,mainstream,vysoká,vysoka,"sady, zahrady, meze se starými stromy, podhůří",VIII–X,8,10,plně vyzrálé plody s vyšší cukernatostí,Vypeckované nebo celé plody pomalu usušit a dosušit do skladovatelného stavu.,"Zimní zásoba ovoce, přímá svačina i přísada do jídel.","sladký, koncentrovaný",švestkový,neaplikovatelné,Při špatném dosušení plesniví; velmi sladké plody mohou být lepivé a kazivé.,Bez zvláštních interakcí; ve větším množství mohou projímat.,Běžné domácí zpracování.,středoevropská kuchyňská praxe + kurátorovaný botanický zdroj,B,4,True,True,False,Sušení,1,True,"Sbírej jen správně určený, zdravý materiál v této fázi: plně vyzrálé plody s vyšší cukernatostí; v datech je pro něj vedené období VIII–X. Sbírej jen zralé, zdravé a nepoškozené plody; přezrálé, plesnivé nebo otlačené kusy hned vyřaď a část plodů nech na stanovišti. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Po správném usušení běžně vydrží měsíce.
r161,plant_rosa_canina,R161,růže šípková,šípek,plodova_cast,False,pití,piti,sušené šípky na čaj,caj_nalev,mainstream,mainstream,vysoká,vysoka,"meze, křoviny, okraje cest, remízky",IX–XI,9,11,plně vybarvené zdravé šípky,"Plody rozříznout nebo dosušit celé, pečlivě vysušit a skladovat v suchu; používat do odvaru/nálevu.",Trvanlivý zimní nápojový materiál s kyselkavou ovocnou chutí.,"kyselkavý, ovocný",slabý ovocný,neaplikovatelné,Při domácím čištění dráždivé chloupky; neúplně usušené plody plesniví.,U citlivých osob může dráždit žaludek; pozor na kvalitu sušení.,Běžný sběr mimo chráněné lokality.,česká etnobotanika + kurátorovaný botanický zdroj,B,4,True,True,False,Sušení,1,True,"Sbírej jen správně určený, zdravý materiál v této fázi: plně vybarvené zdravé šípky; v datech je pro něj vedené období IX–XI. Sbírej jen zralé, zdravé a nepoškozené plody; přezrálé, plesnivé nebo otlačené kusy hned vyřaď a část plodů nech na stanovišti. Respektuj chráněná území a druhovou ochranu; v rezervacích nebo u chráněných druhů se sběru vyhni, pokud nemáš jasné oprávnění. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Dobře usušené šípky patří mezi klasické zimní zásoby na mnoho měsíců.
r162,plant_rosa_canina,R162,růže šípková,semena z šípků,semena_a_orisky,False,pití,piti,náhražka kávy ze semen,kavova_nahrada,téměř zapomenuté,temer_zapomenute,střední,stredni,"meze, křoviny, okraje cest, remízky",IX–XI,9,11,zralé šípky po oddělení semen,"Semena očistit, usušit a opražit; poté umlít a zalévat jako kávovou náhražku.",Zapomenutější způsob využití celé suroviny s delší skladovatelností.,"pražený, oříškový, lehce kouřový",pražený,neaplikovatelné,Pracné čištění; zbytky chloupků z plodů jsou dráždivé.,Bez známých významných interakcí; jde spíše o potravní kuriozitu.,"Běžný sběr, ale zpracování je pracné.",česká etnobotanika + kurátorovaný botanický zdroj,B,4,True,True,False,Sušení,1,True,"Sbírej jen správně určený, zdravý materiál v této fázi: zralé šípky po oddělení semen; v datech je pro něj vedené období IX–XI. Sbírej až plně vyzrálá a suchá semena nebo oříšky; část ponech pro obnovu porostu i pro živočichy. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Po usušení a opražení je směs skladovatelná řadu měsíců.
r163,plant_sorbus_aucuparia,R163,jeřáb ptačí,plod,plodova_cast,False,potrava,potrava,želé / rosol po tepelné úpravě,zavarenina,méně známé,mene_zname,vysoká,vysoka,"horské a podhorské okraje lesů, meze, aleje, parky",IX–XI,9,11,"plně vybarvené plody, často po mrazu nebo po přemrznutí v mrazáku",Plody tepelně upravit a zavařit do želé nebo rosolu; často po změkčení mrazem.,Trvanlivé využití trpkých plodů v malém množství jako chuťově výrazné zavařeniny.,"trpký, kyselý, aromatický","ovocný, lehce hořkomandlový",neaplikovatelné,Syrové větší množství nebývá vhodné; nutná úprava a rozumné dávkování.,Citlivé osoby mohou hůře snášet syrové plody; tepelná úprava je preferovaná.,Běžný sběr mimo chráněné režimy.,kurátorovaný botanický zdroj / tradiční evropská praxe,B,4,False,True,True,Zavaření / sterilace ve sklenici · Cukrování / kandování / džem,2,True,"Sbírej jen správně určený, zdravý materiál v této fázi: plně vybarvené plody, často po mrazu nebo po přemrznutí v mrazáku; v datech je pro něj vedené období IX–XI. Sbírej jen zralé, zdravé a nepoškozené plody; přezrálé, plesnivé nebo otlačené kusy hned vyřaď a část plodů nech na stanovišti. Respektuj chráněná území a druhovou ochranu; v rezervacích nebo u chráněných druhů se sběru vyhni, pokud nemáš jasné oprávnění. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Ve formě želé jde o výrazně trvanlivější využití než čerstvý plod.
r164,plant_mespilus_germanica,R164,mišpule obecná,plod,plodova_cast,False,potrava,potrava,uleželé plody do sklepa / bletting,zavarenina,méně známé,mene_zname,střední,stredni,"staré zahrady, sbírkové sady, teplejší polohy",X–XI,10,11,plody po sklizni před úplným změknutím,Skladovat v chladnu a nechat dojít do jedlé uleželosti; poté jíst nebo zpracovat.,"Neobvyklý způsob přirozeného „zrání ve skladu“, který prodlužuje využitelnost plodů.","sladký, jablečno-datlový, kašovitý",slabý,neaplikovatelné,Snadné přehlédnout přechod mezi uležením a kažení; vyžaduje dohled.,Bez zvláštních interakcí.,Pěstovaná a vzácnější dřevina; sběr hlavně z vlastních zdrojů.,přehledový odborný zdroj k zapomenutému ovoci,B,4,False,True,True,Zavaření / sterilace ve sklenici,1,True,"Sbírej jen správně určený, zdravý materiál v této fázi: plody po sklizni před úplným změknutím; v datech je pro něj vedené období X–XI. Sbírej jen zralé, zdravé a nepoškozené plody; přezrálé, plesnivé nebo otlačené kusy hned vyřaď a část plodů nech na stanovišti. Preferuj vlastní, pěstované nebo výslovně povolené zdroje; na cizí pozemek ani cizí dřevinu nezasahuj bez souhlasu. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Při chladném uložení dává okno využití delší než měsíc.
r165,plant_sorbus_domestica,R165,oskeruše domácí,plod,plodova_cast,False,potrava,potrava,sušené plody,suseni_skladovani,téměř zapomenuté,temer_zapomenute,střední,stredni,"jižní Morava, staré sady, vinohrady, teplé svahy",IX–X,9,10,plody po uleželosti nebo po dosušení,Uleželé plody dosušit a používat podobně jako sušené švestky nebo do kompotů.,Velmi zapomenutá trvanlivá forma starého ovocného stromu.,"sladký, hruškovitý, lehce trpký",slabý,neaplikovatelné,Lokálně vzácná dřevina; nízká dostupnost plodů.,Bez zvláštních interakcí.,Preferovat vlastní/pěstované zdroje; nepustošit lokální stromy.,přehledový odborný zdroj k zapomenutému ovoci + kurátorovaný botanický zdroj,B,4,True,True,True,Sušení · Kompot,2,True,"Sbírej jen správně určený, zdravý materiál v této fázi: plody po uleželosti nebo po dosušení; v datech je pro něj vedené období IX–X. Sbírej jen zralé, zdravé a nepoškozené plody; přezrálé, plesnivé nebo otlačené kusy hned vyřaď a část plodů nech na stanovišti. Preferuj vlastní, pěstované nebo výslovně povolené zdroje; na cizí pozemek ani cizí dřevinu nezasahuj bez souhlasu. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Po usušení jde o zimní zásobu na více měsíců.
r166,plant_sambucus_nigra,R166,bez černý,květ,kvetni_cast,False,pití,piti,sušený bezový květ na čaj,caj_nalev,mainstream,mainstream,vysoká,vysoka,"křoviny, okraje cest, remízky, ruderály, ploty",V–VI,5,6,čerstvě rozkvetlá květenství za sucha,Květy rychle usušit ve stínu a skladovat v suchu a temnu.,Dlouhodobě skladovatelný čajový materiál s typickým květovým aroma.,medově květový,intenzivně květový,neaplikovatelné,Pomalé sušení vede k hnědnutí a ztrátě vůně.,Bezové zelené části nejsou vhodné k jídlu; pyl může dráždit citlivé osoby.,Běžný sběr mimo silnice a postřiky.,EMA + etnobotanika,A,5,True,True,True,Sušení,1,True,"Sbírej jen správně určený, zdravý materiál v této fázi: čerstvě rozkvetlá květenství za sucha; v datech je pro něj vedené období V–VI. Ber čerstvé, suché a zdravé květy nebo květenství; nech část květů na místě pro opylovače i další semenení. Vyhni se lokalitám u silnic, postřiků, psích tras, skládek a jiných zdrojů kontaminace. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Správně usušený květ vydrží měsíce a je praktičtější než čerstvé květy.
r167,plant_sambucus_nigra,R167,bez černý,plod,plodova_cast,False,potrava a pití,potrava_a_piti,bezinkový sirup / šťávový koncentrát,sirup_koncentrat,mainstream,mainstream,vysoká,vysoka,"křoviny, okraje cest, remízky, ruderály, ploty",VIII–IX,8,9,plně vyzrálé černé plody,Plody tepelně zpracovat na hustý sirup nebo šťávový koncentrát a zavařit.,Trvanlivý způsob uchování aromatických plodů na zimu.,"tmavě ovocný, sladkokyselý",ovocný,neaplikovatelné,Syrové nezralé či nedostatečně zpracované plody nejsou vhodné; nutná tepelná úprava.,Citlivé osoby mohou hůře tolerovat větší množství; syrové plody nepoužívat.,Běžný sběr čistých zralých plodů.,česká etnobotanika + kurátorovaný botanický zdroj,B,4,True,True,False,Sirup / koncentrát · Zavaření / sterilace ve sklenici,2,True,"Sbírej jen správně určený, zdravý materiál v této fázi: plně vyzrálé černé plody; v datech je pro něj vedené období VIII–IX. Sbírej jen zralé, zdravé a nepoškozené plody; přezrálé, plesnivé nebo otlačené kusy hned vyřaď a část plodů nech na stanovišti. Vyhni se lokalitám u silnic, postřiků, psích tras, skládek a jiných zdrojů kontaminace. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Ve formě sirupu vydrží obvykle mnoho měsíců.
r168,plant_sambucus_nigra,R168,bez černý,plod,plodova_cast,False,pití,piti,sušené bezinky do odvaru nebo čajové směsi,caj_nalev,méně známé,mene_zname,střední,stredni,"křoviny, okraje cest, remízky, ruderály, ploty",VIII–IX,8,9,plně vyzrálé plody po odstopkování,"Plody dosušit a používat v malém množství do odvarů, směsí a zimních nápojů.",Kompaktní dlouhodobá zásoba bezinek bez nutnosti zavařování.,"tmavě ovocný, lehce svíravý",ovocný,neaplikovatelné,Nedostatečně usušené plody plesniví; nutná jen zralá surovina.,Nepoužívat syrové nezralé plody.,Běžný sběr z čistých míst.,kurátorovaný botanický zdroj / tradiční evropská praxe,B,4,False,True,True,Sušení,1,True,"Sbírej jen správně určený, zdravý materiál v této fázi: plně vyzrálé plody po odstopkování; v datech je pro něj vedené období VIII–IX. Sbírej jen zralé, zdravé a nepoškozené plody; přezrálé, plesnivé nebo otlačené kusy hned vyřaď a část plodů nech na stanovišti. Vyhni se lokalitám u silnic, postřiků, psích tras, skládek a jiných zdrojů kontaminace. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Dobře usušené plody vydrží měsíce.
r169,plant_vaccinium_myrtillus,R169,borůvka černá,plod,plodova_cast,False,potrava,potrava,sušené borůvky,suseni_skladovani,méně známé,mene_zname,vysoká,vysoka,"acidofilní lesy, paseky, vřesoviště, horské a podhorské lesy",VII–IX,7,9,plně vyzrálé plody,Plody usušit do stavu podobného drobným rozinkám; skladovat v suchu.,"Lehká trvanlivá zásoba do kaší, pečení a cestovní stravy.","sladkokyselý, borůvkový",slabě ovocný,neaplikovatelné,Snadno se kazí při nedostatečném usušení; znečištěné plody obtížně schnou.,Bez zvláštních interakcí.,Běžný sběr mimo chráněné a znečištěné lokality.,česká etnobotanika + kurátorovaný botanický zdroj,B,4,True,True,False,Sušení,1,True,"Sbírej jen správně určený, zdravý materiál v této fázi: plně vyzrálé plody; v datech je pro něj vedené období VII–IX. Sbírej jen zralé, zdravé a nepoškozené plody; přezrálé, plesnivé nebo otlačené kusy hned vyřaď a část plodů nech na stanovišti. Vyhni se lokalitám u silnic, postřiků, psích tras, skládek a jiných zdrojů kontaminace. Respektuj chráněná území a druhovou ochranu; v rezervacích nebo u chráněných druhů se sběru vyhni, pokud nemáš jasné oprávnění. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Po dobrém usušení vydrží měsíce.
r170,plant_fragaria_vesca,R170,jahodník obecný,list,listova_nadzemni_cast,False,pití,piti,sušený list na bylinný čaj,caj_nalev,méně známé,mene_zname,střední,stredni,"světlé lesy, paseky, meze, stráně, zahrady",V–VIII,5,8,zdravé mladší listy před nebo během kvetení,Listy usušit v tenké vrstvě a skladovat v suchu.,Jemný listový čaj jako vedlejší využití běžné lesní rostliny.,"jemně trávový, tříslovitý",slabý zelený,neaplikovatelné,Sbírat jen zdravé listy bez plísní a znečištění.,Bez významných interakcí známých v běžném použití.,Střídmý sběr z čistých porostů.,kurátorovaný botanický zdroj,C,3,False,True,False,Sušení,1,True,"Sbírej jen správně určený, zdravý materiál v této fázi: zdravé mladší listy před nebo během kvetení; v datech je pro něj vedené období V–VIII. Ber hlavně mladé a zdravé listy nebo nať; neober jednu rostlinu úplně a sběr rozlož mezi více jedinců. Vyhni se lokalitám u silnic, postřiků, psích tras, skládek a jiných zdrojů kontaminace. Každou dávku hned protřiď; plesnivý, nahnilý nebo hmyzem poškozený materiál vyřaď. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Správně usušený list vydrží měsíce.
